   1: notes = 100000000000, scaleid = A01, rotationid = 0, modeid = A001, inverse = A001, scalename = C
1808: notes = 110101101101, scaleid = H42, rotationid = 1, modeid = H169, inverse = H151, scalename = 12212121
1809: notes = 101011011011, scaleid = H42, rotationid = 2, modeid = H279, inverse = H082, scalename = 22121211
1810: notes = 101101101110, scaleid = H42, rotationid = 3, modeid = H252, inverse = H234, scalename = 21212112
1811: notes = 110110111010, scaleid = H42, rotationid = 4, modeid = H148, inverse = H274, scalename = 12121122
1812: notes = 101101110101, scaleid = H42, rotationid = 5, modeid = H250, inverse = H165, scalename = 21211221
1813: notes = 110111010110, scaleid = H42, rotationid = 6, modeid = H140, inverse = H257, scalename = 12112212
1814: notes = 101110101101, scaleid = H42, rotationid = 7, modeid = H238, inverse = H153, scalename = 21122121
1815: notes = 110110110110, scaleid = H43, rotationid = 0, modeid = H150, inverse = H253, scalename = 12121212
1816: notes = 101101101101, scaleid = H43, rotationid = 1, modeid = H253, inverse = H150, scalename = 21212121
1817: notes = 111111111000, scaleid = I01, rotationid = 0, modeid = I001, inverse = I165, scalename = 111111114
1818: notes = 111111110001, scaleid = I01, rotationid = 1, modeid = I004, inverse = I120, scalename = 111111141
1819: notes = 111111100011, scaleid = I01, rotationid = 2, modeid = I010, inverse = I084, scalename = 111111411
1820: notes = 111111000111, scaleid = I01, rotationid = 3, modeid = I020, inverse = I056, scalename = 111114111
1821: notes = 111110001111, scaleid = I01, rotationid = 4, modeid = I035, inverse = I035, scalename = 111141111
1822: notes = 111100011111, scaleid = I01, rotationid = 5, modeid = I056, inverse = I020, scalename = 111411111
1823: notes = 111000111111, scaleid = I01, rotationid = 6, modeid = I084, inverse = I010, scalename = 114111111
1824: notes = 110001111111, scaleid = I01, rotationid = 7, modeid = I120, inverse = I004, scalename = 141111111
1825: notes = 100011111111, scaleid = I01, rotationid = 8, modeid = I165, inverse = I001, scalename = 411111111
1826: notes = 111111110100, scaleid = I02, rotationid = 0, modeid = I002, inverse = I164, scalename = 111111123
1827: notes = 111111101001, scaleid = I02, rotationid = 1, modeid = I007, inverse = I119, scalename = 111111231
1828: notes = 111111010011, scaleid = I02, rotationid = 2, modeid = I016, inverse = I083, scalename = 111112311
1829: notes = 111110100111, scaleid = I02, rotationid = 3, modeid = I030, inverse = I055, scalename = 111123111
1830: notes = 111101001111, scaleid = I02, rotationid = 4, modeid = I050, inverse = I034, scalename = 111231111
1831: notes = 111010011111, scaleid = I02, rotationid = 5, modeid = I077, inverse = I019, scalename = 112311111
1832: notes = 110100111111, scaleid = I02, rotationid = 6, modeid = I112, inverse = I009, scalename = 123111111
1833: notes = 101001111111, scaleid = I02, rotationid = 7, modeid = I156, inverse = I003, scalename = 231111111
1834: notes = 100111111110, scaleid = I02, rotationid = 8, modeid = I157, inverse = I121, scalename = 311111112
1835: notes = 111111110010, scaleid = I03, rotationid = 0, modeid = I003, inverse = I156, scalename = 111111132
1836: notes = 111111100101, scaleid = I03, rotationid = 1, modeid = I009, inverse = I112, scalename = 111111321
1837: notes = 111111001011, scaleid = I03, rotationid = 2, modeid = I019, inverse = I077, scalename = 111113211
1838: notes = 111110010111, scaleid = I03, rotationid = 3, modeid = I034, inverse = I050, scalename = 111132111
1839: notes = 111100101111, scaleid = I03, rotationid = 4, modeid = I055, inverse = I030, scalename = 111321111
1840: notes = 111001011111, scaleid = I03, rotationid = 5, modeid = I083, inverse = I016, scalename = 113211111
1841: notes = 110010111111, scaleid = I03, rotationid = 6, modeid = I119, inverse = I007, scalename = 132111111
1842: notes = 100101111111, scaleid = I03, rotationid = 7, modeid = I164, inverse = I002, scalename = 321111111
1843: notes = 101111111100, scaleid = I03, rotationid = 8, modeid = I121, inverse = I157, scalename = 211111113
1844: notes = 111111101100, scaleid = I04, rotationid = 0, modeid = I005, inverse = I163, scalename = 111111213
1845: notes = 111111011001, scaleid = I04, rotationid = 1, modeid = I013, inverse = I118, scalename = 111112131
1846: notes = 111110110011, scaleid = I04, rotationid = 2, modeid = I026, inverse = I082, scalename = 111121311
1847: notes = 111101100111, scaleid = I04, rotationid = 3, modeid = I045, inverse = I054, scalename = 111213111
1848: notes = 111011001111, scaleid = I04, rotationid = 4, modeid = I071, inverse = I033, scalename = 112131111
1849: notes = 110110011111, scaleid = I04, rotationid = 5, modeid = I105, inverse = I018, scalename = 121311111
1850: notes = 101100111111, scaleid = I04, rotationid = 6, modeid = I148, inverse = I008, scalename = 213111111
1851: notes = 110011111110, scaleid = I04, rotationid = 7, modeid = I113, inverse = I123, scalename = 131111112
1852: notes = 100111111101, scaleid = I04, rotationid = 8, modeid = I158, inverse = I085, scalename = 311111121
1853: notes = 111111101010, scaleid = I05, rotationid = 0, modeid = I006, inverse = I155, scalename = 111111222
1854: notes = 111111010101, scaleid = I05, rotationid = 1, modeid = I015, inverse = I111, scalename = 111112221
1855: notes = 111110101011, scaleid = I05, rotationid = 2, modeid = I029, inverse = I076, scalename = 111122211
1856: notes = 111101010111, scaleid = I05, rotationid = 3, modeid = I049, inverse = I049, scalename = 111222111
1857: notes = 111010101111, scaleid = I05, rotationid = 4, modeid = I076, inverse = I029, scalename = 112221111
1858: notes = 110101011111, scaleid = I05, rotationid = 5, modeid = I111, inverse = I015, scalename = 122211111
1859: notes = 101010111111, scaleid = I05, rotationid = 6, modeid = I155, inverse = I006, scalename = 222111111
1860: notes = 101011111110, scaleid = I05, rotationid = 7, modeid = I149, inverse = I122, scalename = 221111112
1861: notes = 101111111010, scaleid = I05, rotationid = 8, modeid = I122, inverse = I149, scalename = 211111122
1862: notes = 111111100110, scaleid = I06, rotationid = 0, modeid = I008, inverse = I148, scalename = 111111312
1863: notes = 111111001101, scaleid = I06, rotationid = 1, modeid = I018, inverse = I105, scalename = 111113121
1864: notes = 111110011011, scaleid = I06, rotationid = 2, modeid = I033, inverse = I071, scalename = 111131211
1865: notes = 111100110111, scaleid = I06, rotationid = 3, modeid = I054, inverse = I045, scalename = 111312111
1866: notes = 111001101111, scaleid = I06, rotationid = 4, modeid = I082, inverse = I026, scalename = 113121111
1867: notes = 110011011111, scaleid = I06, rotationid = 5, modeid = I118, inverse = I013, scalename = 131211111
1868: notes = 100110111111, scaleid = I06, rotationid = 6, modeid = I163, inverse = I005, scalename = 312111111
1869: notes = 110111111100, scaleid = I06, rotationid = 7, modeid = I085, inverse = I158, scalename = 121111113
1870: notes = 101111111001, scaleid = I06, rotationid = 8, modeid = I123, inverse = I113, scalename = 211111131
1871: notes = 111111011100, scaleid = I07, rotationid = 0, modeid = I011, inverse = I162, scalename = 111112113
1872: notes = 111110111001, scaleid = I07, rotationid = 1, modeid = I023, inverse = I117, scalename = 111121131
1873: notes = 111101110011, scaleid = I07, rotationid = 2, modeid = I041, inverse = I081, scalename = 111211311
1874: notes = 111011100111, scaleid = I07, rotationid = 3, modeid = I066, inverse = I053, scalename = 112113111
1875: notes = 110111001111, scaleid = I07, rotationid = 4, modeid = I099, inverse = I032, scalename = 121131111
1876: notes = 101110011111, scaleid = I07, rotationid = 5, modeid = I141, inverse = I017, scalename = 211311111
1877: notes = 111001111110, scaleid = I07, rotationid = 6, modeid = I078, inverse = I126, scalename = 113111112
1878: notes = 110011111101, scaleid = I07, rotationid = 7, modeid = I114, inverse = I087, scalename = 131111121
1879: notes = 100111111011, scaleid = I07, rotationid = 8, modeid = I159, inverse = I057, scalename = 311111211
1880: notes = 111111011010, scaleid = I08, rotationid = 0, modeid = I012, inverse = I154, scalename = 111112122
1881: notes = 111110110101, scaleid = I08, rotationid = 1, modeid = I025, inverse = I110, scalename = 111121221
1882: notes = 111101101011, scaleid = I08, rotationid = 2, modeid = I044, inverse = I075, scalename = 111212211
1883: notes = 111011010111, scaleid = I08, rotationid = 3, modeid = I070, inverse = I048, scalename = 112122111
1884: notes = 110110101111, scaleid = I08, rotationid = 4, modeid = I104, inverse = I028, scalename = 121221111
1885: notes = 101101011111, scaleid = I08, rotationid = 5, modeid = I147, inverse = I014, scalename = 212211111
1886: notes = 110101111110, scaleid = I08, rotationid = 6, modeid = I106, inverse = I125, scalename = 122111112
1887: notes = 101011111101, scaleid = I08, rotationid = 7, modeid = I150, inverse = I086, scalename = 221111121
1888: notes = 101111110110, scaleid = I08, rotationid = 8, modeid = I124, inverse = I142, scalename = 211111212
1889: notes = 111111010110, scaleid = I09, rotationid = 0, modeid = I014, inverse = I147, scalename = 111112212
1890: notes = 111110101101, scaleid = I09, rotationid = 1, modeid = I028, inverse = I104, scalename = 111122121
1891: notes = 111101011011, scaleid = I09, rotationid = 2, modeid = I048, inverse = I070, scalename = 111221211
1892: notes = 111010110111, scaleid = I09, rotationid = 3, modeid = I075, inverse = I044, scalename = 112212111
1893: notes = 110101101111, scaleid = I09, rotationid = 4, modeid = I110, inverse = I025, scalename = 122121111
1894: notes = 101011011111, scaleid = I09, rotationid = 5, modeid = I154, inverse = I012, scalename = 221211111
1895: notes = 101101111110, scaleid = I09, rotationid = 6, modeid = I142, inverse = I124, scalename = 212111112
1896: notes = 110111111010, scaleid = I09, rotationid = 7, modeid = I086, inverse = I150, scalename = 121111122
1897: notes = 101111110101, scaleid = I09, rotationid = 8, modeid = I125, inverse = I106, scalename = 211111221
1898: notes = 111111001110, scaleid = I10, rotationid = 0, modeid = I017, inverse = I141, scalename = 111113112
1899: notes = 111110011101, scaleid = I10, rotationid = 1, modeid = I032, inverse = I099, scalename = 111131121
1900: notes = 111100111011, scaleid = I10, rotationid = 2, modeid = I053, inverse = I066, scalename = 111311211
1901: notes = 111001110111, scaleid = I10, rotationid = 3, modeid = I081, inverse = I041, scalename = 113112111
1902: notes = 110011101111, scaleid = I10, rotationid = 4, modeid = I117, inverse = I023, scalename = 131121111
1903: notes = 100111011111, scaleid = I10, rotationid = 5, modeid = I162, inverse = I011, scalename = 311211111
1904: notes = 111011111100, scaleid = I10, rotationid = 6, modeid = I057, inverse = I159, scalename = 112111113
1905: notes = 110111111001, scaleid = I10, rotationid = 7, modeid = I087, inverse = I114, scalename = 121111131
1906: notes = 101111110011, scaleid = I10, rotationid = 8, modeid = I126, inverse = I078, scalename = 211111311
1907: notes = 111110111100, scaleid = I11, rotationid = 0, modeid = I021, inverse = I161, scalename = 111121113
1908: notes = 111101111001, scaleid = I11, rotationid = 1, modeid = I038, inverse = I116, scalename = 111211131
1909: notes = 111011110011, scaleid = I11, rotationid = 2, modeid = I062, inverse = I080, scalename = 112111311
1910: notes = 110111100111, scaleid = I11, rotationid = 3, modeid = I094, inverse = I052, scalename = 121113111
1911: notes = 101111001111, scaleid = I11, rotationid = 4, modeid = I135, inverse = I031, scalename = 211131111
1912: notes = 111100111110, scaleid = I11, rotationid = 5, modeid = I051, inverse = I130, scalename = 111311112
1913: notes = 111001111101, scaleid = I11, rotationid = 6, modeid = I079, inverse = I090, scalename = 113111121
1914: notes = 110011111011, scaleid = I11, rotationid = 7, modeid = I115, inverse = I059, scalename = 131111211
1915: notes = 100111110111, scaleid = I11, rotationid = 8, modeid = I160, inverse = I036, scalename = 311112111
1916: notes = 111110111010, scaleid = I12, rotationid = 0, modeid = I022, inverse = I153, scalename = 111121122
1917: notes = 111101110101, scaleid = I12, rotationid = 1, modeid = I040, inverse = I109, scalename = 111211221
1918: notes = 111011101011, scaleid = I12, rotationid = 2, modeid = I065, inverse = I074, scalename = 112112211
1919: notes = 110111010111, scaleid = I12, rotationid = 3, modeid = I098, inverse = I047, scalename = 121122111
1920: notes = 101110101111, scaleid = I12, rotationid = 4, modeid = I140, inverse = I027, scalename = 211221111
1921: notes = 111010111110, scaleid = I12, rotationid = 5, modeid = I072, inverse = I129, scalename = 112211112
1922: notes = 110101111101, scaleid = I12, rotationid = 6, modeid = I107, inverse = I089, scalename = 122111121
1923: notes = 101011111011, scaleid = I12, rotationid = 7, modeid = I151, inverse = I058, scalename = 221111211
1924: notes = 101111101110, scaleid = I12, rotationid = 8, modeid = I127, inverse = I136, scalename = 211112112
1925: notes = 111110110110, scaleid = I13, rotationid = 0, modeid = I024, inverse = I146, scalename = 111121212
1926: notes = 111101101101, scaleid = I13, rotationid = 1, modeid = I043, inverse = I103, scalename = 111212121
1927: notes = 111011011011, scaleid = I13, rotationid = 2, modeid = I069, inverse = I069, scalename = 112121211
1928: notes = 110110110111, scaleid = I13, rotationid = 3, modeid = I103, inverse = I043, scalename = 121212111
1929: notes = 101101101111, scaleid = I13, rotationid = 4, modeid = I146, inverse = I024, scalename = 212121111
1930: notes = 110110111110, scaleid = I13, rotationid = 5, modeid = I100, inverse = I128, scalename = 121211112
1931: notes = 101101111101, scaleid = I13, rotationid = 6, modeid = I143, inverse = I088, scalename = 212111121
1932: notes = 110111110110, scaleid = I13, rotationid = 7, modeid = I088, inverse = I143, scalename = 121111212
1933: notes = 101111101101, scaleid = I13, rotationid = 8, modeid = I128, inverse = I100, scalename = 211112121
1934: notes = 111110101110, scaleid = I14, rotationid = 0, modeid = I027, inverse = I140, scalename = 111122112
1935: notes = 111101011101, scaleid = I14, rotationid = 1, modeid = I047, inverse = I098, scalename = 111221121
1936: notes = 111010111011, scaleid = I14, rotationid = 2, modeid = I074, inverse = I065, scalename = 112211211
1937: notes = 110101110111, scaleid = I14, rotationid = 3, modeid = I109, inverse = I040, scalename = 122112111
1938: notes = 101011101111, scaleid = I14, rotationid = 4, modeid = I153, inverse = I022, scalename = 221121111
1939: notes = 101110111110, scaleid = I14, rotationid = 5, modeid = I136, inverse = I127, scalename = 211211112
